username,profile_uri,comment_date,hotel_name
Chuchu,https://www.tripadvisor.com.tw/Profile/Chuchuman0825,2019年7月,路徒行旅 (中正區)Roaders Hotel
Emily,https://www.tripadvisor.com.tw/Profile/emily626hk,2019年7月,路徒行旅 (中正區)Roaders Hotel
謦妤 李,https://www.tripadvisor.com.tw/Profile/Navigate413678,2019年7月,路徒行旅 (中正區)Roaders Hotel
意好 誠,https://www.tripadvisor.com.tw/Profile/Vacationer410204,2019年7月,路徒行旅 (中正區)Roaders Hotel
Roam591357,https://www.tripadvisor.com.tw/Profile/Roam591357,2019年7月,伸適商旅 (中山區)Hotel Sense
Yo L,https://www.tripadvisor.com.tw/Profile/YoL292,2019年5月,伸適商旅 (中山區)Hotel Sense
M*K,https://www.tripadvisor.com.tw/Profile/109mke,2019年5月,伸適商旅 (中山區)Hotel Sense
chi2md,https://www.tripadvisor.com.tw/Profile/chi2md,2019年1月,伸適商旅 (中山區)Hotel Sense
Alex3004,https://www.tripadvisor.com.tw/Profile/Alex3004,2018年6月,伸適商旅 (中山區)Hotel Sense
vincentc384,https://www.tripadvisor.com.tw/Profile/vincentc384,8月2日,喜來登大飯店 (中正區)Sheraton Grand Taipei Hotel
Krystalching,https://www.tripadvisor.com.tw/Profile/krystalching,2019年7月,喜來登大飯店 (中正區)Sheraton Grand Taipei Hotel
Steve K,https://www.tripadvisor.com.tw/Profile/B9045EXstevek,2019年7月,喜來登大飯店 (中正區)Sheraton Grand Taipei Hotel
TripAdvisor 會員,https://www.tripadvisor.com.tw,2019年6月,喜來登大飯店 (中正區)Sheraton Grand Taipei Hotel
wang2383,https://www.tripadvisor.com.tw/Profile/wang2383,2019年6月,喜來登大飯店 (中正區)Sheraton Grand Taipei Hotel
Marco D,https://www.tripadvisor.com.tw/Profile/marcodT6123MQ,2019年5月,台北馥敦-復南館 (大安)Taipei Fullerton Hotel－South
Bonnie Chen,https://www.tripadvisor.com.tw/Profile/xBonnieChenx,2019年5月,台北馥敦-復南館 (大安)Taipei Fullerton Hotel－South
Tiffany SS C,https://www.tripadvisor.com.tw/Profile/TiffanySSC,2019年5月,台北馥敦-復南館 (大安)Taipei Fullerton Hotel－South
janson,https://www.tripadvisor.com.tw/Profile/Amiswu,2019年4月,台北馥敦-復南館 (大安)Taipei Fullerton Hotel－South
Patrick .W,https://www.tripadvisor.com.tw/Profile/Patrwan,2019年3月,台北馥敦-復南館 (大安)Taipei Fullerton Hotel－South
Shih-Ting Fang,https://www.tripadvisor.com.tw/Profile/sylvia0425,2019年6月,水美溫泉會館 (北投)SweetMe Hotspring Resort
SHAWN,https://www.tripadvisor.com.tw/Profile/Flyer733057,2019年3月,水美溫泉會館 (北投)SweetMe Hotspring Resort
子華陳,https://www.tripadvisor.com.tw/Profile/blabla_ball,2019年2月,水美溫泉會館 (北投)SweetMe Hotspring Resort
800nancy,https://www.tripadvisor.com.tw/Profile/800nancy,2019年2月,水美溫泉會館 (北投)SweetMe Hotspring Resort
鑽 石,https://www.tripadvisor.com.tw/Profile/atri0714,2019年2月,水美溫泉會館 (北投)SweetMe Hotspring Resort
Starry,https://www.tripadvisor.com.tw/Profile/evastarry,2019年4月,柯達大飯店台北二店 (中山區)K Hotel Taipei II
Michel,https://www.tripadvisor.com.tw/Profile/Mpfrederik,2018年11月,柯達大飯店台北二店 (中山區)K Hotel Taipei II
George M,https://www.tripadvisor.com.tw/Profile/georgemA14GE,2018年6月,柯達大飯店台北二店 (中山區)K Hotel Taipei II
shoywu,https://www.tripadvisor.com.tw/Profile/shoywu,2018年5月,柯達大飯店台北二店 (中山區)K Hotel Taipei II
LouisChou1127,https://www.tripadvisor.com.tw/Profile/LouisChou1127,2017年11月,柯達大飯店台北二店 (中山區)K Hotel Taipei II
plus720404,https://www.tripadvisor.com.tw/Profile/720404,2019年5月,台北愛行旅 (中山區)Hotel I Journey Taipei
bighead2015,https://www.tripadvisor.com.tw/Profile/bighead2015,2019年3月,台北愛行旅 (中山區)Hotel I Journey Taipei
酥酥蘇,https://www.tripadvisor.com.tw/Profile/DayTrip809119,2019年3月,台北愛行旅 (中山區)Hotel I Journey Taipei
wkng83,https://www.tripadvisor.com.tw/Profile/wkng83,2018年6月,台北愛行旅 (中山區)Hotel I Journey Taipei
Kathy C,https://www.tripadvisor.com.tw/Profile/kathycW8655QM,2018年3月,台北愛行旅 (中山區)Hotel I Journey Taipei
Lily Pan,https://www.tripadvisor.com.tw/Profile/lily0818,8月7日,星美休閒飯店 (士林)Beauty Hotels Taipei - Starbeauty Resort
樂仁 音,https://www.tripadvisor.com.tw/Profile/G8034JY_,2019年6月,星美休閒飯店 (士林)Beauty Hotels Taipei - Starbeauty Resort
grace454,https://www.tripadvisor.com.tw/Profile/grace454,2019年1月,星美休閒飯店 (士林)Beauty Hotels Taipei - Starbeauty Resort
典熹 謝,https://www.tripadvisor.com.tw/Profile/Storyteller812844,2018年9月,星美休閒飯店 (士林)Beauty Hotels Taipei - Starbeauty Resort
亞辰 蔣,https://www.tripadvisor.com.tw/Profile/Getaway812729,2018年9月,星美休閒飯店 (士林)Beauty Hotels Taipei - Starbeauty Resort
CPj,https://www.tripadvisor.com.tw/Profile/Cpj0726,8月11日,台北東旅 (松山)Hotel East Taipei
Patrick .W,https://www.tripadvisor.com.tw/Profile/Patrwan,2018年8月,台北東旅 (松山)Hotel East Taipei
YJ Baobay,https://www.tripadvisor.com.tw/Profile/Jossie1228,8月11日,台北東旅 (松山)Hotel East Taipei
Nancy,https://www.tripadvisor.com.tw/Profile/Nancy0904,8月11日,台北東旅 (松山)Hotel East Taipei
Ping,https://www.tripadvisor.com.tw/Profile/Ping0715,8月11日,台北東旅 (松山)Hotel East Taipei
irishsu01,https://www.tripadvisor.com.tw/Profile/irishsu01,2019年1月,中源大飯店 (大同)New Continental Hotel
Linsue C,https://www.tripadvisor.com.tw/Profile/ChiamingChen,2018年2月,中源大飯店 (大同)New Continental Hotel
helloamytoh,https://www.tripadvisor.com.tw/Profile/helloamytoh,2017年5月,中源大飯店 (大同)New Continental Hotel
Triumphanttrekker,https://www.tripadvisor.com.tw/Profile/Triumphanttrekker,2017年3月,中源大飯店 (大同)New Continental Hotel
Chi H,https://www.tripadvisor.com.tw/Profile/ChiH73,2017年2月,中源大飯店 (大同)New Continental Hotel
Wawa,https://www.tripadvisor.com.tw/Profile/wwawaa,8月8日,艾米旅店 (中山區)I'm Inn Taipei
耀杰陳,https://www.tripadvisor.com.tw/Profile/Navigator809163,2019年4月,艾米旅店 (中山區)I'm Inn Taipei
HenniTekki,https://www.tripadvisor.com.tw/Profile/HenniTekki,2019年1月,艾米旅店 (中山區)I'm Inn Taipei
Marlon W,https://www.tripadvisor.com.tw/Profile/wijm02,2018年8月,艾米旅店 (中山區)I'm Inn Taipei
小翊兒,https://www.tripadvisor.com.tw/Profile/Quest809502,2018年2月,艾米旅店 (中山區)I'm Inn Taipei
DD_leisure,https://www.tripadvisor.com.tw/Profile/DD_leisure,2019年7月,懷寧旅店 (中正區)Keymans Hotel
Charles Diu,https://www.tripadvisor.com.tw/Profile/627charlesd,2019年4月,懷寧旅店 (中正區)Keymans Hotel
Vvn C,https://www.tripadvisor.com.tw/Profile/vvnc2015,2018年10月,懷寧旅店 (中正區)Keymans Hotel
nana6789,https://www.tripadvisor.com.tw/Profile/nana6789,2018年10月,懷寧旅店 (中正區)Keymans Hotel
Tim & Tina_Y,https://www.tripadvisor.com.tw/Profile/Tim_Tina_Y,2018年8月,懷寧旅店 (中正區)Keymans Hotel
susansng,https://www.tripadvisor.com.tw/Profile/susansng,2019年5月,豪景大飯店 (萬華)Hotel Riverview Taipei
pcdog,https://www.tripadvisor.com.tw/Profile/pcdog,2019年5月,豪景大飯店 (萬華)Hotel Riverview Taipei
李昀修,https://www.tripadvisor.com.tw/Profile/yunxiu,2019年4月,豪景大飯店 (萬華)Hotel Riverview Taipei
waiemil,https://www.tripadvisor.com.tw/Profile/waiemil,2019年3月,豪景大飯店 (萬華)Hotel Riverview Taipei
Jamesng222,https://www.tripadvisor.com.tw/Profile/Jamesng222,2019年2月,豪景大飯店 (萬華)Hotel Riverview Taipei
Jose K,https://www.tripadvisor.com.tw/Profile/josek437,2016年12月,麗敦精緻旅店 (士林)Reedon Boutique Hotel
csyang c,https://www.tripadvisor.com.tw/Profile/csyangc,2016年10月,麗敦精緻旅店 (士林)Reedon Boutique Hotel
Cheryl_Hisokihisoka,https://www.tripadvisor.com.tw/Profile/Cheryl_Hisokihisoka,2016年8月,麗敦精緻旅店 (士林)Reedon Boutique Hotel
Bzh W,https://www.tripadvisor.com.tw/Profile/BzhW1,2016年6月,麗敦精緻旅店 (士林)Reedon Boutique Hotel
Christine K,https://www.tripadvisor.com.tw/Profile/christinekhor,2016年6月,麗敦精緻旅店 (士林)Reedon Boutique Hotel
路遙遙,https://www.tripadvisor.com.tw/Profile/BackPacker808472,8月1日,洛碁山水閣大飯店 (中山區)Green World Hotel Sansui
Wawa,https://www.tripadvisor.com.tw/Profile/wwawaa,2019年7月,洛碁山水閣大飯店 (中山區)Green World Hotel Sansui
cksbmaya,https://www.tripadvisor.com.tw/Profile/cksbmaya,2019年4月,洛碁山水閣大飯店 (中山區)Green World Hotel Sansui
GinniHuang,https://www.tripadvisor.com.tw/Profile/GinniHuang,2019年1月,洛碁山水閣大飯店 (中山區)Green World Hotel Sansui
Rcccc,https://www.tripadvisor.com.tw/Profile/Rcccc,2018年8月,洛碁山水閣大飯店 (中山區)Green World Hotel Sansui
iamche26,https://www.tripadvisor.com.tw/Profile/iamche26,2019年7月,旅晨行旅 (中正區)RE-Change Hotel
Barefoot_Journey,https://www.tripadvisor.com.tw/Profile/Noonie3008,2019年6月,旅晨行旅 (中正區)RE-Change Hotel
Michelle,https://www.tripadvisor.com.tw/Profile/michellepws,2019年5月,旅晨行旅 (中正區)RE-Change Hotel
Space Bear,https://www.tripadvisor.com.tw/Profile/spacebearchilling,2019年5月,旅晨行旅 (中正區)RE-Change Hotel
nataliemum,https://www.tripadvisor.com.tw/Profile/nataliemum,2019年2月,旅晨行旅 (中正區)RE-Change Hotel
Catherine Lee,https://www.tripadvisor.com.tw/Profile/CatherineL4280,8月9日,北投老爺酒店Hotel Royal Beitou
林育正,https://www.tripadvisor.com.tw/Profile/Coastal807227,8月7日,北投老爺酒店Hotel Royal Beitou
Jass,https://www.tripadvisor.com.tw/Profile/Jass5320,2019年7月,北投老爺酒店Hotel Royal Beitou
Annie Lay,https://www.tripadvisor.com.tw/Profile/AnnieLay,2019年7月,北投老爺酒店Hotel Royal Beitou
123,https://www.tripadvisor.com.tw/Profile/Kuolung888,2019年7月,北投老爺酒店Hotel Royal Beitou
KEVIN YANG,https://www.tripadvisor.com.tw/Profile/kevin930043,8月10日,台北萬豪酒店 (中山區)Taipei Marriott Hotel
Pulmbubble,https://www.tripadvisor.com.tw/Profile/sar77107,2019年7月,台北萬豪酒店 (中山區)Taipei Marriott Hotel
NancyC,https://www.tripadvisor.com.tw/Profile/Q1461FNnancyc,2019年7月,台北萬豪酒店 (中山區)Taipei Marriott Hotel
Hsiang-Yun C,https://www.tripadvisor.com.tw/Profile/Connector697024,2019年7月,台北萬豪酒店 (中山區)Taipei Marriott Hotel
F.S.Taipei,https://www.tripadvisor.com.tw/Profile/FSTaipei,2019年7月,台北萬豪酒店 (中山區)Taipei Marriott Hotel
kjc,https://www.tripadvisor.com.tw/Profile/yhn55566,8月10日,瘋台北青旅 (中正區)Fun Inn Taipei
lin,https://www.tripadvisor.com.tw/Profile/lin5460,8月10日,瘋台北青旅 (中正區)Fun Inn Taipei
Jason,https://www.tripadvisor.com.tw/Profile/rock09930,8月10日,瘋台北青旅 (中正區)Fun Inn Taipei
雅琴 廖,https://www.tripadvisor.com.tw/Profile/ntnuliao,2019年7月,瘋台北青旅 (中正區)Fun Inn Taipei
神奇的Black Jack,https://www.tripadvisor.com.tw/Profile/yenlin0702,2019年7月,瘋台北青旅 (中正區)Fun Inn Taipei
Lulu Wu,https://www.tripadvisor.com.tw/Profile/LuluW188,8月10日,台北美福大飯店 (中山區)Grand Mayfull Hotel Taipei
Steven,https://www.tripadvisor.com.tw/Profile/huahsiung66,8月10日,台北美福大飯店 (中山區)Grand Mayfull Hotel Taipei
S_Man,https://www.tripadvisor.com.tw/Profile/S_ManHK,8月9日,台北美福大飯店 (中山區)Grand Mayfull Hotel Taipei
Cherie Li,https://www.tripadvisor.com.tw/Profile/CheCheLi,8月9日,台北美福大飯店 (中山區)Grand Mayfull Hotel Taipei
Shawn,https://www.tripadvisor.com.tw/Profile/Dont_thimk,8月9日,台北美福大飯店 (中山區)Grand Mayfull Hotel Taipei
fionw161,https://www.tripadvisor.com.tw/Profile/fionw161,2019年7月,儷客旅店-西門町館 (萬華)Click Hotel - Ximending Branch
LUA31044,https://www.tripadvisor.com.tw/Profile/LUA31044,2019年7月,儷客旅店-西門町館 (萬華)Click Hotel - Ximending Branch
low913490,https://www.tripadvisor.com.tw/Profile/low913490,2019年7月,儷客旅店-西門町館 (萬華)Click Hotel - Ximending Branch
Forrest03,https://www.tripadvisor.com.tw/Profile/Forrest03,2019年7月,儷客旅店-西門町館 (萬華)Click Hotel - Ximending Branch
Tai,https://www.tripadvisor.com.tw/Profile/TaiJai0707,2019年7月,儷客旅店-西門町館 (萬華)Click Hotel - Ximending Branch
vincentc384,https://www.tripadvisor.com.tw/Profile/vincentc384,8月2日,喜來登大飯店 (中正區)Sheraton Grand Taipei Hotel
Krystalching,https://www.tripadvisor.com.tw/Profile/krystalching,2019年7月,喜來登大飯店 (中正區)Sheraton Grand Taipei Hotel
Steve K,https://www.tripadvisor.com.tw/Profile/B9045EXstevek,2019年7月,喜來登大飯店 (中正區)Sheraton Grand Taipei Hotel
TripAdvisor 會員,https://www.tripadvisor.com.tw,2019年6月,喜來登大飯店 (中正區)Sheraton Grand Taipei Hotel
wang2383,https://www.tripadvisor.com.tw/Profile/wang2383,2019年6月,喜來登大飯店 (中正區)Sheraton Grand Taipei Hotel
Meowstef,https://www.tripadvisor.com.tw/Profile/Meowstef,2019年6月,艾特文旅 (萬華)Art'otel Ximending Taipei
twinstar111,https://www.tripadvisor.com.tw/Profile/twinstar111,2019年6月,艾特文旅 (萬華)Art'otel Ximending Taipei
petitetraveller,https://www.tripadvisor.com.tw/Profile/petitetravellerr,2019年6月,艾特文旅 (萬華)Art'otel Ximending Taipei
ew0731,https://www.tripadvisor.com.tw/Profile/ew0731,2019年6月,艾特文旅 (萬華)Art'otel Ximending Taipei
Yan hui,https://www.tripadvisor.com.tw/Profile/Yanzlim,2019年5月,艾特文旅 (萬華)Art'otel Ximending Taipei
Niwei,https://www.tripadvisor.com.tw/Profile/Niniwei06190120,8月6日,老爺會館台北林森 (中山區)Royal Inn Taipei Linsen
lovedollygirl,https://www.tripadvisor.com.tw/Profile/lovedollygirl,2019年7月,老爺會館台北林森 (中山區)Royal Inn Taipei Linsen
Jet02349198087,https://www.tripadvisor.com.tw/Profile/Jet02349198087,2019年6月,老爺會館台北林森 (中山區)Royal Inn Taipei Linsen
Navigate65868043260,https://www.tripadvisor.com.tw/Profile/Navigate65868043260,2019年5月,老爺會館台北林森 (中山區)Royal Inn Taipei Linsen
Fearless65257743958,https://www.tripadvisor.com.tw/Profile/Fearless65257743958,2019年5月,老爺會館台北林森 (中山區)Royal Inn Taipei Linsen
Dawn,https://www.tripadvisor.com.tw/Profile/3qverymuch,2019年6月,西門窩 (萬華)Ximen WOW Hostel
laicora,https://www.tripadvisor.com.tw/Profile/laicora,2019年2月,西門窩 (萬華)Ximen WOW Hostel
馨誼 黃,https://www.tripadvisor.com.tw/Profile/Journey720724,2018年11月,西門窩 (萬華)Ximen WOW Hostel
小翊兒,https://www.tripadvisor.com.tw/Profile/Quest809502,2018年2月,西門窩 (萬華)Ximen WOW Hostel
西姬陳,https://www.tripadvisor.com.tw/Profile/gina0430,2018年2月,西門窩 (萬華)Ximen WOW Hostel
ashleywssze,https://www.tripadvisor.com.tw/Profile/ashleywssze,2019年6月,天玥泉會館 (北投)Beitou Hot Spring Resort (Tian Yue Quan)
Harry K,https://www.tripadvisor.com.tw/Profile/HarryK304,2019年5月,天玥泉會館 (北投)Beitou Hot Spring Resort (Tian Yue Quan)
J.W.,https://www.tripadvisor.com.tw/Profile/JW_CH08,2019年5月,天玥泉會館 (北投)Beitou Hot Spring Resort (Tian Yue Quan)
arashinoato,https://www.tripadvisor.com.tw/Profile/arashinoato,2019年5月,天玥泉會館 (北投)Beitou Hot Spring Resort (Tian Yue Quan)
chi3714,https://www.tripadvisor.com.tw/Profile/chi3714,2019年4月,天玥泉會館 (北投)Beitou Hot Spring Resort (Tian Yue Quan)
哈哈哈,https://www.tripadvisor.com.tw/Profile/ppp5718,2018年7月,富園國際商務飯店 (萬華)Rich Garden Hotel
Rebecca L,https://www.tripadvisor.com.tw/Profile/RebeccaL4040,2018年6月,富園國際商務飯店 (萬華)Rich Garden Hotel
kk2018kk,https://www.tripadvisor.com.tw/Profile/kk2018kk,2018年4月,富園國際商務飯店 (萬華)Rich Garden Hotel
academictourist,https://www.tripadvisor.com.tw/Profile/academictourist,2018年3月,富園國際商務飯店 (萬華)Rich Garden Hotel
梦达 杨,https://www.tripadvisor.com.tw/Profile/Explorer747768,2018年1月,富園國際商務飯店 (萬華)Rich Garden Hotel
Susu,https://www.tripadvisor.com.tw/Profile/Su_Susanna,8月7日,福泰桔子商務旅館 西門店 (萬華)Orange Hotel - Ximen Taipei
Cindy Liu,https://www.tripadvisor.com.tw/Profile/CindyLiu1,8月1日,福泰桔子商務旅館 西門店 (萬華)Orange Hotel - Ximen Taipei
bcheng,https://www.tripadvisor.com.tw/Profile/bcheng_hk,2019年7月,福泰桔子商務旅館 西門店 (萬華)Orange Hotel - Ximen Taipei
珞黎 王,https://www.tripadvisor.com.tw/Profile/Tourist457164,2019年7月,福泰桔子商務旅館 西門店 (萬華)Orange Hotel - Ximen Taipei
Peter Chang,https://www.tripadvisor.com.tw/Profile/Peter750905,2019年7月,福泰桔子商務旅館 西門店 (萬華)Orange Hotel - Ximen Taipei
江南有丹橘,https://www.tripadvisor.com.tw/Profile/SteppingOrange,8月4日,東吳大飯店 (大同)Dong Wu Hotel
AprilandMay,https://www.tripadvisor.com.tw/Profile/AprilandMay1986,2018年11月,東吳大飯店 (大同)Dong Wu Hotel
LiuYiChang,https://www.tripadvisor.com.tw/Profile/LiuYiChang,2018年10月,東吳大飯店 (大同)Dong Wu Hotel
제시지영,https://www.tripadvisor.com.tw/Profile/Escape810504,2018年9月,東吳大飯店 (大同)Dong Wu Hotel
HoHo2012,https://www.tripadvisor.com.tw/Profile/HoHo2012,2018年6月,東吳大飯店 (大同)Dong Wu Hotel
小俐凃,https://www.tripadvisor.com.tw/Profile/li770503,8月4日,大地清旅．旅店 (中山區)Horizon Inn
connollyrj20,https://www.tripadvisor.com.tw/Profile/connollyrj20,2019年5月,大地清旅．旅店 (中山區)Horizon Inn
Yvonne Chan,https://www.tripadvisor.com.tw/Profile/Yv0nn3chan,2019年4月,大地清旅．旅店 (中山區)Horizon Inn
Zaki Y,https://www.tripadvisor.com.tw/Profile/zakiy2013,2018年12月,大地清旅．旅店 (中山區)Horizon Inn
albert_lovetravel,https://www.tripadvisor.com.tw/Profile/albert_lovetravel,2018年12月,大地清旅．旅店 (中山區)Horizon Inn
peiliutw,https://www.tripadvisor.com.tw/Profile/peiliutw,8月11日,馥華商旅敦北館 (松山)Simple+ Hotel
KumonMa,https://www.tripadvisor.com.tw/Profile/KumonMa,2019年7月,馥華商旅敦北館 (松山)Simple+ Hotel
smilewesley,https://www.tripadvisor.com.tw/Profile/smilewesley,2019年7月,馥華商旅敦北館 (松山)Simple+ Hotel
18616363927,https://www.tripadvisor.com.tw/Profile/18616363927,2019年7月,馥華商旅敦北館 (松山)Simple+ Hotel
richard72319,https://www.tripadvisor.com.tw/Profile/richard72319,2019年7月,馥華商旅敦北館 (松山)Simple+ Hotel
Erica W,https://www.tripadvisor.com.tw/Profile/EricaW1239,2019年7月,日勝生加賀屋北投溫泉度假飯店Radium Kagaya International Hotel
Viset,https://www.tripadvisor.com.tw/Profile/Viset,2019年7月,日勝生加賀屋北投溫泉度假飯店Radium Kagaya International Hotel
我是旅行全世界房間服務觀察員評比測試員，馬來西亞華人,https://www.tripadvisor.com.tw/Profile/you565,2019年4月,日勝生加賀屋北投溫泉度假飯店Radium Kagaya International Hotel
Butchercarlos,https://www.tripadvisor.com.tw/Profile/Butchercarlos,2019年4月,日勝生加賀屋北投溫泉度假飯店Radium Kagaya International Hotel
92bbbb,https://www.tripadvisor.com.tw/Profile/92bbbb,2019年3月,日勝生加賀屋北投溫泉度假飯店Radium Kagaya International Hotel
lookingaroundfornow,https://www.tripadvisor.com.tw/Profile/lookingaroundfornow,2019年4月,台北商旅大安館Les Suites Taipei Da-An
yoyo0130,https://www.tripadvisor.com.tw/Profile/yoyo0130,2019年3月,台北商旅大安館Les Suites Taipei Da-An
Jack,https://www.tripadvisor.com.tw/Profile/j2610153899,2019年2月,台北商旅大安館Les Suites Taipei Da-An
Brian F,https://www.tripadvisor.com.tw/Profile/S2942NYbrianf,2019年1月,台北商旅大安館Les Suites Taipei Da-An
DeniseYing,https://www.tripadvisor.com.tw/Profile/DeniseYing,2018年12月,台北商旅大安館Les Suites Taipei Da-An
TripAdvisor 會員,https://www.tripadvisor.com.tw,8月8日,儷客旅店 - 台北車站館 (中正區)Click Hotel - Taipei Main Station Branch
Chi Keung S,https://www.tripadvisor.com.tw/Profile/ChiKeungS5,8月7日,儷客旅店 - 台北車站館 (中正區)Click Hotel - Taipei Main Station Branch
Alvinyan1023,https://www.tripadvisor.com.tw/Profile/alvinyan1023,2019年7月,儷客旅店 - 台北車站館 (中正區)Click Hotel - Taipei Main Station Branch
hihi1212yeahyeah,https://www.tripadvisor.com.tw/Profile/hihi1212yeahyeah,2019年7月,儷客旅店 - 台北車站館 (中正區)Click Hotel - Taipei Main Station Branch
middamy,https://www.tripadvisor.com.tw/Profile/middamy,2019年7月,儷客旅店 - 台北車站館 (中正區)Click Hotel - Taipei Main Station Branch
Samuel L,https://www.tripadvisor.com.tw/Profile/SamuelL3137,2019年7月,鉑泊客旅店 (中正區)Poshpacker Hotel
vmomo,https://www.tripadvisor.com.tw/Profile/vmomo,2019年4月,鉑泊客旅店 (中正區)Poshpacker Hotel
Cao Dũng,https://www.tripadvisor.com.tw/Profile/Caodzung,2019年3月,鉑泊客旅店 (中正區)Poshpacker Hotel
karenwky,https://www.tripadvisor.com.tw/Profile/karenwky,2019年3月,鉑泊客旅店 (中正區)Poshpacker Hotel
CLT,https://www.tripadvisor.com.tw/Profile/CLT121,2019年2月,鉑泊客旅店 (中正區)Poshpacker Hotel
Richard,https://www.tripadvisor.com.tw/Profile/richardtsang0519,2019年7月,町記憶旅店 (萬華)Cho Hotel
GloriaHYS,https://www.tripadvisor.com.tw/Profile/GloriaHYS,2019年6月,町記憶旅店 (萬華)Cho Hotel
HKcarcar,https://www.tripadvisor.com.tw/Profile/HKcarcar,2019年5月,町記憶旅店 (萬華)Cho Hotel
Clara C,https://www.tripadvisor.com.tw/Profile/claracL9717TA,2019年5月,町記憶旅店 (萬華)Cho Hotel
lamaimei,https://www.tripadvisor.com.tw/Profile/lamaimei,2019年5月,町記憶旅店 (萬華)Cho Hotel
88enjoytravel,https://www.tripadvisor.com.tw/Profile/88enjoytravel,8月9日,寒舍艾麗酒店 (信義區)Humble House Taipei
Ian L,https://www.tripadvisor.com.tw/Profile/IanL2431,2019年5月,寒舍艾麗酒店 (信義區)Humble House Taipei
Grace L,https://www.tripadvisor.com.tw/Profile/Gracelambaby,2019年5月,寒舍艾麗酒店 (信義區)Humble House Taipei
Carol,https://www.tripadvisor.com.tw/Profile/CarolChen1227,2019年5月,寒舍艾麗酒店 (信義區)Humble House Taipei
我是旅行全世界房間服務觀察員評比測試員，馬來西亞華人,https://www.tripadvisor.com.tw/Profile/you565,2019年4月,寒舍艾麗酒店 (信義區)Humble House Taipei
Chao Chun H,https://www.tripadvisor.com.tw/Profile/chaochunh,8月5日,Home Hotel 大安Home Hotel DaAn
WaiLee Cheung,https://www.tripadvisor.com.tw/Profile/WaiLee8,2019年7月,Home Hotel 大安Home Hotel DaAn
SunnyinSingapore,https://www.tripadvisor.com.tw/Profile/SunnyinSingapore,2019年7月,Home Hotel 大安Home Hotel DaAn
Chelsea K,https://www.tripadvisor.com.tw/Profile/chelseakang,2019年6月,Home Hotel 大安Home Hotel DaAn
Michael L,https://www.tripadvisor.com.tw/Profile/MJ8,2019年4月,Home Hotel 大安Home Hotel DaAn
kjc,https://www.tripadvisor.com.tw/Profile/yhn55566,8月10日,瘋台北青旅 (中正區)Fun Inn Taipei
lin,https://www.tripadvisor.com.tw/Profile/lin5460,8月10日,瘋台北青旅 (中正區)Fun Inn Taipei
Jason,https://www.tripadvisor.com.tw/Profile/rock09930,8月10日,瘋台北青旅 (中正區)Fun Inn Taipei
雅琴 廖,https://www.tripadvisor.com.tw/Profile/ntnuliao,2019年7月,瘋台北青旅 (中正區)Fun Inn Taipei
神奇的Black Jack,https://www.tripadvisor.com.tw/Profile/yenlin0702,2019年7月,瘋台北青旅 (中正區)Fun Inn Taipei
Alex3004,https://www.tripadvisor.com.tw/Profile/Alex3004,2019年7月,西華飯店 (松山)The Sherwood Taipei
paikang,https://www.tripadvisor.com.tw/Profile/paikangp,2019年7月,西華飯店 (松山)The Sherwood Taipei
davidu2219,https://www.tripadvisor.com.tw/Profile/davidu2219,2019年6月,西華飯店 (松山)The Sherwood Taipei
愛七桃,https://www.tripadvisor.com.tw/Profile/Compass809761,2019年5月,西華飯店 (松山)The Sherwood Taipei
lgmalice0403,https://www.tripadvisor.com.tw/Profile/lgmalice0403,2019年5月,西華飯店 (松山)The Sherwood Taipei
胡素惠,https://www.tripadvisor.com.tw/Profile/%E8%83%A1%E7%B4%A0%E6%83%A0,2019年7月,君品酒店 (大同)Palais de Chine Hotel
Krystalching,https://www.tripadvisor.com.tw/Profile/krystalching,2019年7月,君品酒店 (大同)Palais de Chine Hotel
chengyellowb,https://www.tripadvisor.com.tw/Profile/chengyellowb,2019年7月,君品酒店 (大同)Palais de Chine Hotel
Manlamweng,https://www.tripadvisor.com.tw/Profile/Manlamweng,2019年7月,君品酒店 (大同)Palais de Chine Hotel
Elaine,https://www.tripadvisor.com.tw/Profile/Elainesyu,2019年7月,君品酒店 (大同)Palais de Chine Hotel
Su chang,https://www.tripadvisor.com.tw/Profile/Sucmmm,8月8日,敘美行旅 (中正區)Beauty Hotels Taipei - Hotel B7 Journey
Mk_angela,https://www.tripadvisor.com.tw/Profile/mk_angela,8月5日,敘美行旅 (中正區)Beauty Hotels Taipei - Hotel B7 Journey
Willy,https://www.tripadvisor.com.tw/Profile/WillyTaiwan,8月3日,敘美行旅 (中正區)Beauty Hotels Taipei - Hotel B7 Journey
timocc,https://www.tripadvisor.com.tw/Profile/timocc,2019年7月,敘美行旅 (中正區)Beauty Hotels Taipei - Hotel B7 Journey
蕭小姐,https://www.tripadvisor.com.tw/Profile/EmilyHsiao99,2019年7月,敘美行旅 (中正區)Beauty Hotels Taipei - Hotel B7 Journey
Erica W,https://www.tripadvisor.com.tw/Profile/EricaW1239,2019年7月,日勝生加賀屋北投溫泉度假飯店Radium Kagaya International Hotel
Viset,https://www.tripadvisor.com.tw/Profile/Viset,2019年7月,日勝生加賀屋北投溫泉度假飯店Radium Kagaya International Hotel
我是旅行全世界房間服務觀察員評比測試員，馬來西亞華人,https://www.tripadvisor.com.tw/Profile/you565,2019年4月,日勝生加賀屋北投溫泉度假飯店Radium Kagaya International Hotel
