username,profile_uri,comment_date,hotel_name,UID
 G974570481, ,住宿日期： 2019年8月,"新驛旅店 - 復興北路店 (中山區) Cityinn Hotel Plus - Fuxing N. Rd., Branch",UID_62F5037513A2BC3EBBD9ED5D740409C8-SRC_698418572
 linihsiuj台灣高雄1, ,住宿日期： 2019年8月,"新驛旅店 - 復興北路店 (中山區) Cityinn Hotel Plus - Fuxing N. Rd., Branch",UID_0D0FE7C765E7F1CBED5FF76A007A44F7-SRC_695756104
 Jayjayyello新加坡8433, ,,"新驛旅店 - 復興北路店 (中山區) Cityinn Hotel Plus - Fuxing N. Rd., Branch",UID_7E03A2885533A6E5BF5C9974FF7E5ECB-SRC_696033287
 awayz香港3, ,住宿日期： 2019年5月,"新驛旅店 - 復興北路店 (中山區) Cityinn Hotel Plus - Fuxing N. Rd., Branch",UID_B643CA5BEEB275BE02F0680E2F7EDDF6-SRC_686865395
 myhuckfinn1, ,住宿日期： 2019年7月,"新驛旅店 - 復興北路店 (中山區) Cityinn Hotel Plus - Fuxing N. Rd., Branch",UID_89435512DDE3E40518470AEBF323476F-SRC_686862353
88enjoytravel,https://www.tripadvisor.com.tw/Profile/88enjoytravel,8月9日,寒舍艾麗酒店 (信義區)Humble House Taipei, 
Ian L,https://www.tripadvisor.com.tw/Profile/IanL2431,2019年5月,寒舍艾麗酒店 (信義區)Humble House Taipei, 
Grace L,https://www.tripadvisor.com.tw/Profile/Gracelambaby,2019年5月,寒舍艾麗酒店 (信義區)Humble House Taipei, 
Carol,https://www.tripadvisor.com.tw/Profile/CarolChen1227,2019年5月,寒舍艾麗酒店 (信義區)Humble House Taipei, 
我是旅行全世界房間服務觀察員評比測試員，馬來西亞華人,https://www.tripadvisor.com.tw/Profile/you565,2019年4月,寒舍艾麗酒店 (信義區)Humble House Taipei, 
 like_travel2009香港11328, ,住宿日期： 2019年7月,香格里拉台北遠東國際大飯店 (大安) Shangri-La's Far Eastern Plaza Hotel Taipei,UID_55E8CA075933F1D6F8CF417C921975A1-SRC_697408433
 Ching Yee C寮國Phon Hong482, ,住宿日期： 2019年8月,香格里拉台北遠東國際大飯店 (大安) Shangri-La's Far Eastern Plaza Hotel Taipei,UID_F46998109C0D137B10D77FF60F057327-SRC_697405541
 Mobile1449011, ,住宿日期： 2019年7月,香格里拉台北遠東國際大飯店 (大安) Shangri-La's Far Eastern Plaza Hotel Taipei,UID_5025F67242E0D0A9B75B969A330B162C-SRC_694292256
 TOTOTO231, ,,香格里拉台北遠東國際大飯店 (大安) Shangri-La's Far Eastern Plaza Hotel Taipei,UID_D7E1E34F9CC567DC564B4FE24B2D8F89-SRC_691806319
 zaiyaoz1, ,,香格里拉台北遠東國際大飯店 (大安) Shangri-La's Far Eastern Plaza Hotel Taipei,UID_2CFC5ED9BDF4E80FF617DC7F408954FE-SRC_685118659
 7816211, ,住宿日期： 2019年7月,丰居旅店雙連館 (中山區) Via Hotel Loft,UID_848140DA8816A2CF6870BEB95C66C8F0-SRC_695219742
 ChrisLo19841, ,住宿日期： 2019年7月,丰居旅店雙連館 (中山區) Via Hotel Loft,UID_6FE1B035744F7944D29D88C8135ABFC4-SRC_693993843
 Afan_H加州山景53, ,住宿日期： 2019年7月,丰居旅店雙連館 (中山區) Via Hotel Loft,UID_4335676273CECBF63D2DE19741242BB4-SRC_693842036
 Jessic3701, ,住宿日期： 2019年7月,丰居旅店雙連館 (中山區) Via Hotel Loft,UID_252B9A5016B4AE9D09807B865D954EAE-SRC_693424386
 WilliamKCLau1, ,住宿日期： 2019年7月,丰居旅店雙連館 (中山區) Via Hotel Loft,UID_563C1DA6B8918D41FC65974C4551E899-SRC_690045098
Scott B,https://www.tripadvisor.com.tw/Profile/598scottb,8月1日,台北美侖大飯店 (大安)Park Taipei Hotel, 
Alps,https://www.tripadvisor.com.tw/Profile/DayTrip364588,2019年6月,台北美侖大飯店 (大安)Park Taipei Hotel, 
lowailam2001,https://www.tripadvisor.com.tw/Profile/lowailam2001,2019年6月,台北美侖大飯店 (大安)Park Taipei Hotel, 
John C,https://www.tripadvisor.com.tw/Profile/J1789ISjohnc,2019年5月,台北美侖大飯店 (大安)Park Taipei Hotel, 
Steve,https://www.tripadvisor.com.tw/Profile/atix0920,2019年5月,台北美侖大飯店 (大安)Park Taipei Hotel, 
Gustaf O,https://www.tripadvisor.com.tw/Profile/GustafO12,2019年6月,台北漫步青年旅店 (萬華)Meander Taipei Hostel, 
Tiffany Chen,https://www.tripadvisor.com.tw/Profile/Tiffanychen0424,2019年5月,台北漫步青年旅店 (萬華)Meander Taipei Hostel, 
YAYA,https://www.tripadvisor.com.tw/Profile/love0989,2019年5月,台北漫步青年旅店 (萬華)Meander Taipei Hostel, 
Ryan An,https://www.tripadvisor.com.tw/Profile/anran921,2019年4月,台北漫步青年旅店 (萬華)Meander Taipei Hostel, 
我是旅行全世界房間服務觀察員評比測試員，馬來西亞華人,https://www.tripadvisor.com.tw/Profile/you565,2019年4月,台北漫步青年旅店 (萬華)Meander Taipei Hostel, 
 wj7036192, ,住宿日期： 2019年8月,丹迪旅店 - 大安森林公園店  Dandy Hotel - Daan Park Branch,UID_AC85116DBA8018771EF9B304F44DACA6-SRC_698740875
 wisakah2, ,住宿日期： 2019年8月,丹迪旅店 - 大安森林公園店  Dandy Hotel - Daan Park Branch,UID_021A360C013C120E03B474C56844453F-SRC_698533614
 belongnight香港64, ,住宿日期： 2018年12月,丹迪旅店 - 大安森林公園店  Dandy Hotel - Daan Park Branch,UID_8A0A8053D596AD4CCE03FC29A1FBF40E-SRC_698386624
 issafa11, ,住宿日期： 2019年8月,丹迪旅店 - 大安森林公園店  Dandy Hotel - Daan Park Branch,UID_579FF96AE0FE1A5CA17C75B428BAA083-SRC_697134235
 21michelin日本大阪11, ,住宿日期： 2019年8月,丹迪旅店 - 大安森林公園店  Dandy Hotel - Daan Park Branch,UID_EE970CCFFC5E4816A5DFE7AA0C781488-SRC_696868410
IvanLui,https://www.tripadvisor.com.tw/Profile/IvanLui,2019年6月,台北商旅慶城館 (松山)Les Suites Taipei Ching-cheng, 
JWT,https://www.tripadvisor.com.tw/Profile/jet0589,2019年5月,台北商旅慶城館 (松山)Les Suites Taipei Ching-cheng, 
Joseph86,https://www.tripadvisor.com.tw/Profile/Joseph86,2019年4月,台北商旅慶城館 (松山)Les Suites Taipei Ching-cheng, 
逸昕 吳,https://www.tripadvisor.com.tw/Profile/Expedition808542,2019年3月,台北商旅慶城館 (松山)Les Suites Taipei Ching-cheng, 
AsmitaK,https://www.tripadvisor.com.tw/Profile/Smittenwithsights,2019年1月,台北商旅慶城館 (松山)Les Suites Taipei Ching-cheng, 
 brookeggbb1, ,住宿日期： 2019年8月,路境行旅 (中正區) Finders Hotel,UID_A7A1EA7B01A82E407053016587321201-SRC_697654284
 Orange06301, ,住宿日期： 2019年8月,路境行旅 (中正區) Finders Hotel,UID_0CA3EBBB8F6683FA77DDE3AECB232C20-SRC_695644833
 Hjadey2, ,住宿日期： 2019年8月,路境行旅 (中正區) Finders Hotel,UID_2DD7EA6FA4274DA9CD29A3E7B49A1283-SRC_694802207
 Wuchij1, ,住宿日期： 2019年7月,路境行旅 (中正區) Finders Hotel,UID_C7E80A0020C5EA49226234C4593DA631-SRC_694081083
 yrhhi日本Ueno2, ,住宿日期： 2019年7月,路境行旅 (中正區) Finders Hotel,UID_4FD1D2568C48778FA5B959EFAE74351C-SRC_692633075
 gigil169446, ,住宿日期： 2019年8月,旅樂序精品旅館站前五館 (中正區) Hotel Relax 5,UID_4BCD363DC2E735BB3472F91DBB167B14-SRC_698379796
 ycn10123, ,住宿日期： 2019年8月,旅樂序精品旅館站前五館 (中正區) Hotel Relax 5,UID_FC126E153B8B97D2CA97861238696121-SRC_697651981
 LAIYUCHENG1, ,住宿日期： 2019年7月,旅樂序精品旅館站前五館 (中正區) Hotel Relax 5,UID_632059CDA32FCD9358DB9952FD3F0524-SRC_694508951
 Afan_H加州山景53, ,住宿日期： 2019年7月,旅樂序精品旅館站前五館 (中正區) Hotel Relax 5,UID_4335676273CECBF63D2DE19741242BB4-SRC_693886344
 SandraL7193香港3, ,住宿日期： 2019年7月,旅樂序精品旅館站前五館 (中正區) Hotel Relax 5,UID_81721DEEB3F883B2F34B5824B1C9927F-SRC_693396734
Marthera1011,https://www.tripadvisor.com.tw/Profile/Marthera1011,8月8日,台北北門世民酒店 (中正區)citizenM Taipei North Gate, 
Leo,https://www.tripadvisor.com.tw/Profile/leo19890821,8月2日,台北北門世民酒店 (中正區)citizenM Taipei North Gate, 
Raphael,https://www.tripadvisor.com.tw/Profile/Raphaelcroc,2019年7月,台北北門世民酒店 (中正區)citizenM Taipei North Gate, 
Jason Anthony B,https://www.tripadvisor.com.tw/Profile/jas0nanth0nyb,2019年7月,台北北門世民酒店 (中正區)citizenM Taipei North Gate, 
ionchan,https://www.tripadvisor.com.tw/Profile/ionchan,2019年7月,台北北門世民酒店 (中正區)citizenM Taipei North Gate, 
 一位來自中國的 TripAdvisor 會員, ,住宿日期： 2019年8月,新驛旅店 - 台北車站三館 (大同) CityInn Hotel - Taipei Station Branch III,
 msnicoleng1, ,住宿日期： 2019年7月,新驛旅店 - 台北車站三館 (大同) CityInn Hotel - Taipei Station Branch III,UID_3736137C8975804250FC3A8A761012C7-SRC_695926799
 Suetyiwu1, ,住宿日期： 2019年8月,新驛旅店 - 台北車站三館 (大同) CityInn Hotel - Taipei Station Branch III,UID_21FDA14BC995A04E7AC3A0DFA64A9611-SRC_695638087
 wusenyi台灣高雄1, ,住宿日期： 2019年8月,新驛旅店 - 台北車站三館 (大同) CityInn Hotel - Taipei Station Branch III,UID_FD361AFF9623FABE75962DF072FEF42E-SRC_695295306
 maylam19931, ,住宿日期： 2019年7月,新驛旅店 - 台北車站三館 (大同) CityInn Hotel - Taipei Station Branch III,UID_22D2FBD58D282518F785CADCA2E6533E-SRC_694000817
Vitaman8,https://www.tripadvisor.com.tw/Profile/vitaman8,昨天,Home Hotel 大安Home Hotel DaAn, 
Chao Chun H,https://www.tripadvisor.com.tw/Profile/chaochunh,8月5日,Home Hotel 大安Home Hotel DaAn, 
WaiLee Cheung,https://www.tripadvisor.com.tw/Profile/WaiLee8,2019年7月,Home Hotel 大安Home Hotel DaAn, 
SunnyinSingapore,https://www.tripadvisor.com.tw/Profile/SunnyinSingapore,2019年7月,Home Hotel 大安Home Hotel DaAn, 
Chelsea K,https://www.tripadvisor.com.tw/Profile/chelseakang,2019年6月,Home Hotel 大安Home Hotel DaAn, 
Jon P,https://www.tripadvisor.com.tw/Profile/ibkicker,2019年7月,老爺大酒店 (中山區)Hotel Royal-Nikko Taipei, 
Ai-ling L,https://www.tripadvisor.com.tw/Profile/LightPacker802307,2019年7月,老爺大酒店 (中山區)Hotel Royal-Nikko Taipei, 
春錦 陳,https://www.tripadvisor.com.tw/Profile/Ambassador368744,2019年6月,老爺大酒店 (中山區)Hotel Royal-Nikko Taipei, 
ABS2010,https://www.tripadvisor.com.tw/Profile/ABS2010,2019年6月,老爺大酒店 (中山區)Hotel Royal-Nikko Taipei, 
Cheung On L,https://www.tripadvisor.com.tw/Profile/cheungonl,2019年5月,老爺大酒店 (中山區)Hotel Royal-Nikko Taipei, 
PC CHIU,https://www.tripadvisor.com.tw/Profile/_X1733YK,2019年7月,金都精緻溫泉飯店 (北投)Golden Hot Spring Hotel, 
ZenLim35,https://www.tripadvisor.com.tw/Profile/ZenLim35,2019年6月,金都精緻溫泉飯店 (北投)Golden Hot Spring Hotel, 
justshao,https://www.tripadvisor.com.tw/Profile/justshao,2019年5月,金都精緻溫泉飯店 (北投)Golden Hot Spring Hotel, 
gigime77,https://www.tripadvisor.com.tw/Profile/gigime77,2019年5月,金都精緻溫泉飯店 (北投)Golden Hot Spring Hotel, 
JJ0987,https://www.tripadvisor.com.tw/Profile/JJ0987,2019年4月,金都精緻溫泉飯店 (北投)Golden Hot Spring Hotel, 
江南有丹橘,https://www.tripadvisor.com.tw/Profile/SteppingOrange,8月4日,東吳大飯店 (大同)Dong Wu Hotel, 
AprilandMay,https://www.tripadvisor.com.tw/Profile/AprilandMay1986,2018年11月,東吳大飯店 (大同)Dong Wu Hotel, 
LiuYiChang,https://www.tripadvisor.com.tw/Profile/LiuYiChang,2018年10月,東吳大飯店 (大同)Dong Wu Hotel, 
제시지영,https://www.tripadvisor.com.tw/Profile/Escape810504,2018年9月,東吳大飯店 (大同)Dong Wu Hotel, 
HoHo2012,https://www.tripadvisor.com.tw/Profile/HoHo2012,2018年6月,東吳大飯店 (大同)Dong Wu Hotel, 
peichieh920,https://www.tripadvisor.com.tw/Profile/peichieh920,2019年7月,圓山大飯店 (中山區)Grand Hotel Taipei, 
lgmalice0403,https://www.tripadvisor.com.tw/Profile/lgmalice0403,2019年7月,圓山大飯店 (中山區)Grand Hotel Taipei, 
F.S.Taipei,https://www.tripadvisor.com.tw/Profile/FSTaipei,2019年6月,圓山大飯店 (中山區)Grand Hotel Taipei, 
NoCountryForOldMan,https://www.tripadvisor.com.tw/Profile/NoCountryForOldMan,2019年6月,圓山大飯店 (中山區)Grand Hotel Taipei, 
Wanderlust,https://www.tripadvisor.com.tw/Profile/852wanderlust,2019年6月,圓山大飯店 (中山區)Grand Hotel Taipei, 
Korina Pak,https://www.tripadvisor.com.tw/Profile/Korinapak,8月6日,儷夏商旅 - 西門捷運館 (萬華)Muzik Hotel - Ximen Station Branch, 
Amy Hung,https://www.tripadvisor.com.tw/Profile/Amyhung51880017,8月4日,儷夏商旅 - 西門捷運館 (萬華)Muzik Hotel - Ximen Station Branch, 
TripAdvisor 會員,https://www.tripadvisor.com.tw,8月1日,儷夏商旅 - 西門捷運館 (萬華)Muzik Hotel - Ximen Station Branch, 
TripAdvisor 會員,https://www.tripadvisor.com.tw,8月1日,儷夏商旅 - 西門捷運館 (萬華)Muzik Hotel - Ximen Station Branch, 
liwingyan0714,https://www.tripadvisor.com.tw/Profile/liwingyan0714,2019年7月,儷夏商旅 - 西門捷運館 (萬華)Muzik Hotel - Ximen Station Branch, 
 NS_HSU台灣台北9989, ,住宿日期： 2019年7月,台北北投雅樂軒酒店 Aloft Taipei Beitou,UID_47A476064EC0012E7BF51E4D8A3859F6-SRC_693924813
 threec39台灣台北611, ,住宿日期： 2019年2月,台北北投雅樂軒酒店 Aloft Taipei Beitou,UID_A6A47C6AB8B6F45D89FEDFC50F2960E3-SRC_687962975
 Sheeplee1987台灣新北15917, ,住宿日期： 2019年6月,台北北投雅樂軒酒店 Aloft Taipei Beitou,UID_E6FD1030FF5FE66797BA571B5DD978BB-SRC_680730519
 VivianneT香港19553, ,住宿日期： 2019年5月,台北北投雅樂軒酒店 Aloft Taipei Beitou,UID_D080861C5C3884DB76DDE774E5CD24B6-SRC_674957366
 WangM2301, ,住宿日期： 2019年5月,台北北投雅樂軒酒店 Aloft Taipei Beitou,UID_AA743EFB7D7D339CB82F274E881A7149-SRC_674330464
145,https://www.tripadvisor.com.tw/Profile/54145,2019年7月,雀客旅館 (中山區)CHECK inn Taipei, 
17小姐吳,https://www.tripadvisor.com.tw/Profile/Global807702,2019年7月,雀客旅館 (中山區)CHECK inn Taipei, 
ashley7911,https://www.tripadvisor.com.tw/Profile/ashley7911,2019年7月,雀客旅館 (中山區)CHECK inn Taipei, 
Traveler13231777232,https://www.tripadvisor.com.tw/Profile/Traveler13231777232,2019年7月,雀客旅館 (中山區)CHECK inn Taipei, 
May,https://www.tripadvisor.com.tw/Profile/lmhyssyz,2019年7月,雀客旅館 (中山區)CHECK inn Taipei, 
Rock Queen,https://www.tripadvisor.com.tw/Profile/RockQueen810,昨天,台北捷絲旅林森館 (中山區)Just Sleep (Lin Sen), 
ZEUS,https://www.tripadvisor.com.tw/Profile/ZeusK666,昨天,台北捷絲旅林森館 (中山區)Just Sleep (Lin Sen), 
Eunice,https://www.tripadvisor.com.tw/Profile/eunice_han7,2019年7月,台北捷絲旅林森館 (中山區)Just Sleep (Lin Sen), 
window144,https://www.tripadvisor.com.tw/Profile/window144,2019年7月,台北捷絲旅林森館 (中山區)Just Sleep (Lin Sen), 
Penny Yiu,https://www.tripadvisor.com.tw/Profile/950pennyy,2019年7月,台北捷絲旅林森館 (中山區)Just Sleep (Lin Sen), 
 Gooolo1, ,住宿日期： 2019年8月,優美飯店 (中山區) YoMi Hotel,UID_77B481DBAD33E97E0A5A12A58D05F7C7-SRC_698553795
 Minco781, ,住宿日期： 2019年8月,優美飯店 (中山區) YoMi Hotel,UID_F816EA8039D463D62D4E6A52075F5796-SRC_698135977
 kayee03161, ,住宿日期： 2019年8月,優美飯店 (中山區) YoMi Hotel,UID_8FE3B4543E71A9360BD85186B0F5EF76-SRC_696866668
 Loveen P5, ,,優美飯店 (中山區) YoMi Hotel,UID_D3948AEE945246587F874E12DBAD32A5-SRC_696660864
 256311, ,住宿日期： 2019年7月,優美飯店 (中山區) YoMi Hotel,UID_8A659800C81D99E5AA22C5245E011F81-SRC_689180327
 88enjoytravel331, ,住宿日期： 2019年8月,新驛旅店 - 西門捷運店 (中正區) CityInn Hotel Plus - Ximending Branch,UID_0DAE459A2E4F209E8CEC13C42F890269-SRC_697412352
 368florali香港3, ,住宿日期： 2019年8月,新驛旅店 - 西門捷運店 (中正區) CityInn Hotel Plus - Ximending Branch,UID_79B3BF2148CDAF01C4C07E6B11E65969-SRC_696581464
 squarekinggink台灣台中5612, ,住宿日期： 2019年8月,新驛旅店 - 西門捷運店 (中正區) CityInn Hotel Plus - Ximending Branch,UID_418580AECC75925126DDCAEBB25DDABB-SRC_695896337
 Agnestang06051, ,住宿日期： 2019年7月,新驛旅店 - 西門捷運店 (中正區) CityInn Hotel Plus - Ximending Branch,UID_344E7AABE2B11DA557995B7E7376416B-SRC_695327156
 Meimeiyam1, ,住宿日期： 2019年7月,新驛旅店 - 西門捷運店 (中正區) CityInn Hotel Plus - Ximending Branch,UID_CA60854C700E3527F9C2DDF8BB851277-SRC_694146983
 ICanMakeIt台灣台北26618, ,住宿日期： 2019年7月,Folio Hotel 臺北大安 Folio Hotel Daan Taipei,UID_0E96CDD518CBD604CFD78A5E75FC1209-SRC_691628497
 ManChaTeas香港4321, ,,Folio Hotel 臺北大安 Folio Hotel Daan Taipei,UID_98C1DB5562849E451F33932A26C21969-SRC_688075467
 jaydear66台灣台北292, ,住宿日期： 2018年12月,Folio Hotel 臺北大安 Folio Hotel Daan Taipei,UID_FD1D18B31E5332EDB9A10912AD83BDF0-SRC_670544318
 yen0yen台灣台中15, ,住宿日期： 2019年4月,Folio Hotel 臺北大安 Folio Hotel Daan Taipei,UID_177D1E2983E00ACB923F2008BD64FDBC-SRC_670452179
 CalliopehkSingspore28569, ,,Folio Hotel 臺北大安 Folio Hotel Daan Taipei,UID_991AEFC0FED64D8AEDFACC2C670EB12F-SRC_666655452
 bonnieng1122香港3818, ,住宿日期： 2019年7月,新驛旅店- 台北車站一館 (中正區) CityInn Hotel - Taipei Station Branch I,UID_CEF8B60AFDA358D29950322042CACEB7-SRC_697733863
 209sansanl新加坡新加坡63, ,住宿日期： 2019年8月,新驛旅店- 台北車站一館 (中正區) CityInn Hotel - Taipei Station Branch I,UID_C7B167DA1BE00C36CC89A657793742CE-SRC_695986921
 bursta20151, ,住宿日期： 2019年7月,新驛旅店- 台北車站一館 (中正區) CityInn Hotel - Taipei Station Branch I,UID_66140BCBD0626F4CBCD079F727BF3C23-SRC_694535640
 Tour603526加州森尼韋爾1, ,,新驛旅店- 台北車站一館 (中正區) CityInn Hotel - Taipei Station Branch I,UID_E700DBA4E60025139A86DEA6C952C4CD-SRC_693053112
 anakam104澳門2, ,住宿日期： 2019年7月,新驛旅店- 台北車站一館 (中正區) CityInn Hotel - Taipei Station Branch I,UID_EFAD062BA1DA44F95000E88095D69258-SRC_691561679
Peter C,https://www.tripadvisor.com.tw/Profile/petercJ8588WD,8月6日,台北天成大飯店 (中正區)Cosmos Hotel Taipei, 
rickliu6024,https://www.tripadvisor.com.tw/Profile/rickliu6024,2019年7月,台北天成大飯店 (中正區)Cosmos Hotel Taipei, 
eeLB2015,https://www.tripadvisor.com.tw/Profile/eeLB2015,2019年7月,台北天成大飯店 (中正區)Cosmos Hotel Taipei, 
MrxandMrsx,https://www.tripadvisor.com.tw/Profile/MrxandMrsx,2019年7月,台北天成大飯店 (中正區)Cosmos Hotel Taipei, 
空灵画师,https://www.tripadvisor.com.tw/Profile/konglinghuashi,2019年7月,台北天成大飯店 (中正區)Cosmos Hotel Taipei, 
 brookeggbb1, ,住宿日期： 2019年8月,路境行旅 (中正區) Finders Hotel,UID_A7A1EA7B01A82E407053016587321201-SRC_697654284
 Orange06301, ,住宿日期： 2019年8月,路境行旅 (中正區) Finders Hotel,UID_0CA3EBBB8F6683FA77DDE3AECB232C20-SRC_695644833
 Hjadey2, ,住宿日期： 2019年8月,路境行旅 (中正區) Finders Hotel,UID_2DD7EA6FA4274DA9CD29A3E7B49A1283-SRC_694802207
 Wuchij1, ,住宿日期： 2019年7月,路境行旅 (中正區) Finders Hotel,UID_C7E80A0020C5EA49226234C4593DA631-SRC_694081083
 yrhhi日本Ueno2, ,住宿日期： 2019年7月,路境行旅 (中正區) Finders Hotel,UID_4FD1D2568C48778FA5B959EFAE74351C-SRC_692633075
 一位來自中國的 TripAdvisor 會員, ,,儷客旅店 - 台北車站館 (中正區) Click Hotel - Taipei Main Station Branch,
 ChiKeungS51, ,住宿日期： 2019年8月,儷客旅店 - 台北車站館 (中正區) Click Hotel - Taipei Main Station Branch,UID_965AEC5143DAA8D815C1E8298FA6D88B-SRC_696434815
 alvinyan10231, ,住宿日期： 2019年7月,儷客旅店 - 台北車站館 (中正區) Click Hotel - Taipei Main Station Branch,UID_52E4924275006AE63733F0E9061980F8-SRC_691282067
 hihi1212yeahyeah1, ,住宿日期： 2019年7月,儷客旅店 - 台北車站館 (中正區) Click Hotel - Taipei Main Station Branch,UID_A2DC7BEF38896C038F405297909EA6C3-SRC_689985283
 middamy香港1, ,住宿日期： 2019年7月,儷客旅店 - 台北車站館 (中正區) Click Hotel - Taipei Main Station Branch,UID_62EB3128710511DEC45EC44B77DC36DD-SRC_689984659
Liliana832081,https://www.tripadvisor.com.tw/Profile/Liliana832081,2019年7月,城市商旅南西館 (大同)City Suites Taipei Nanxi, 
Annie,https://www.tripadvisor.com.tw/Profile/Climber638710,2019年7月,城市商旅南西館 (大同)City Suites Taipei Nanxi, 
toasty24,https://www.tripadvisor.com.tw/Profile/toasty24,2019年5月,城市商旅南西館 (大同)City Suites Taipei Nanxi, 
Dom D,https://www.tripadvisor.com.tw/Profile/domd2018,2019年4月,城市商旅南西館 (大同)City Suites Taipei Nanxi, 
Toby H,https://www.tripadvisor.com.tw/Profile/tobyh940,2019年2月,城市商旅南西館 (大同)City Suites Taipei Nanxi, 
 SamuelL3137日本東京952, ,住宿日期： 2019年7月,鉑泊客旅店 (中正區) Poshpacker Hotel,UID_D6960D79E62839F1D15B5F78377C14E6-SRC_693450784
 vmomo台灣台中141, ,住宿日期： 2019年4月,鉑泊客旅店 (中正區) Poshpacker Hotel,UID_19CDC657E8D41F5D5163E58ED88CA9DB-SRC_669653932
 Caodzung越南河內2, ,,鉑泊客旅店 (中正區) Poshpacker Hotel,UID_9FEA28C6FAEDA5AB9442DACB8EBF305F-SRC_662818874
 karenwky香港3, ,住宿日期： 2019年3月,鉑泊客旅店 (中正區) Poshpacker Hotel,UID_352781D3DDEC7B33F12724C39417ACC2-SRC_658966967
 CLT12115, ,住宿日期： 2018年9月,鉑泊客旅店 (中正區) Poshpacker Hotel,UID_E19443D958D3C524EA139CDDCDF181B9-SRC_650550212
 881lauch新加坡新加坡1, ,,皇家季節酒店台北南西館 Royal Seasons Hotel Taipei Nanjing West,UID_B5A05DE5B5AAD0D8397D209E4969BCB9-SRC_670418984
 StephanieA3388華盛頓州西雅圖42, ,,皇家季節酒店台北南西館 Royal Seasons Hotel Taipei Nanjing West,UID_6AC8CA1375CD9C3AF4ACEE09B5B23D8F-SRC_668604991
 FaradayShiu香港4, ,住宿日期： 2019年3月,皇家季節酒店台北南西館 Royal Seasons Hotel Taipei Nanjing West,UID_54A2B2E2895FE39D29C76B9A4F349F01-SRC_661157778
 prussia1Frenchville2811, ,,皇家季節酒店台北南西館 Royal Seasons Hotel Taipei Nanjing West,UID_CF0830F7CF1005271BB7E9D192A51103-SRC_659244820
 TanPrisSingapore112, ,,皇家季節酒店台北南西館 Royal Seasons Hotel Taipei Nanjing West,UID_6AC56ED562F262F03243A6D37CE0121C-SRC_653305941
Meowstef,https://www.tripadvisor.com.tw/Profile/Meowstef,2019年6月,艾特文旅 (萬華)Art'otel Ximending Taipei, 
twinstar111,https://www.tripadvisor.com.tw/Profile/twinstar111,2019年6月,艾特文旅 (萬華)Art'otel Ximending Taipei, 
petitetraveller,https://www.tripadvisor.com.tw/Profile/petitetravellerr,2019年6月,艾特文旅 (萬華)Art'otel Ximending Taipei, 
ew0731,https://www.tripadvisor.com.tw/Profile/ew0731,2019年6月,艾特文旅 (萬華)Art'otel Ximending Taipei, 
Yan hui,https://www.tripadvisor.com.tw/Profile/Yanzlim,2019年5月,艾特文旅 (萬華)Art'otel Ximending Taipei, 
Crist J.,https://www.tripadvisor.com.tw/Profile/CristJuang,8月5日,台湾101 B&B (信義區)Formosa101 Hostel, 
Aaron C,https://www.tripadvisor.com.tw/Profile/aaronc45,2019年4月,台湾101 B&B (信義區)Formosa101 Hostel, 
BastianCrb,https://www.tripadvisor.com.tw/Profile/BastianCrb,2019年3月,台湾101 B&B (信義區)Formosa101 Hostel, 
Garykuo,https://www.tripadvisor.com.tw/Profile/Garykuo770,2019年1月,台湾101 B&B (信義區)Formosa101 Hostel, 
777,https://www.tripadvisor.com.tw/Profile/Chilling_70,2019年1月,台湾101 B&B (信義區)Formosa101 Hostel, 
Elaine,https://www.tripadvisor.com.tw/Profile/elaine0701,8月1日,洛碁大飯店忠孝館 (大安)Green World Hotel - Zhongxiao, 
effiejia,https://www.tripadvisor.com.tw/Profile/effiejia,2019年6月,洛碁大飯店忠孝館 (大安)Green World Hotel - Zhongxiao, 
Travel German,https://www.tripadvisor.com.tw/Profile/travelgerman2019,2019年5月,洛碁大飯店忠孝館 (大安)Green World Hotel - Zhongxiao, 
Tommo,https://www.tripadvisor.com.tw/Profile/2mentone,2019年5月,洛碁大飯店忠孝館 (大安)Green World Hotel - Zhongxiao, 
Yo L,https://www.tripadvisor.com.tw/Profile/YoL292,2019年5月,洛碁大飯店忠孝館 (大安)Green World Hotel - Zhongxiao, 
噹啃紅不嚷,https://www.tripadvisor.com.tw/Profile/Duncanwu,8月12日,福泰桔子商務旅館 - 館前店 (中正區)Orange Hotel - Guanqian, 
Crystal L,https://www.tripadvisor.com.tw/Profile/579crystall,8月12日,福泰桔子商務旅館 - 館前店 (中正區)Orange Hotel - Guanqian, 
uniandkuri,https://www.tripadvisor.com.tw/Profile/uniandkuri,2019年7月,福泰桔子商務旅館 - 館前店 (中正區)Orange Hotel - Guanqian, 
Ken,https://www.tripadvisor.com.tw/Profile/chan_kin_ip,2019年7月,福泰桔子商務旅館 - 館前店 (中正區)Orange Hotel - Guanqian, 
cindra,https://www.tripadvisor.com.tw/Profile/cindra65,2019年7月,福泰桔子商務旅館 - 館前店 (中正區)Orange Hotel - Guanqian, 
 Worldtravel-Derek上海地區上海244, ,,亞都麗緻大飯店 (中山區) The Landis Taipei,UID_CDF99408E5707FCCEB4F647D24621DEF-SRC_691810872
 Garfieldnk台灣台北1357, ,住宿日期： 2019年6月,亞都麗緻大飯店 (中山區) The Landis Taipei,UID_94C987620DF221015B0F5779E82A1565-SRC_685396079
